Country,Year,Pop,Decade,GDP,Life_Expectancy,Region
Guadeloupe,1883,125442,1880,NA,27.655,America
Guam,1883,16326,1880,NA,27.5,East Asia & Pacific
Guatemala,1883,1181901,1880,1435,25.8132800000001,America
Guernsey,1883,NA,1880,NA,NA,Europe & Central Asia
Guinea,1883,1669530,1880,514,30.3586206896551,Sub-Saharan Africa
Guinea-Bissau,1883,329708,1880,820,32,Sub-Saharan Africa
Guyana,1883,249866,1880,1861,31.12,America
Haiti,1883,1280914,1880,1206,29,America
Holy See,1883,908,1880,NA,NA,Europe & Central Asia
Honduras,1883,436660,1880,1512,33.9,America
"Hong Kong, China",1883,164427,1880,1368,34.9,East Asia & Pacific
Hungary,1883,6256649,1880,2251,36,Europe & Central Asia
Iceland,1883,90546,1880,1751,30.27,Europe & Central Asia
India,1883,223020377,1880,1092,25.2072,South Asia
Indonesia,1883,30212871,1880,1077,30,East Asia & Pacific
Iran,1883,8879809,1880,1177,25.6,Middle East & North Africa
Iraq,1883,1775449,1880,1321,31.2,Middle East & North Africa
Ireland,1883,3641634,1880,3378,44.6428571428571,Europe & Central Asia
Isle of Man,1883,34946,1880,NA,NA,Europe & Central Asia
Israel,1883,281441,1880,956,32,Middle East & North Africa
Italy,1883,29621532,1880,3030,35.18,Europe & Central Asia
Jamaica,1883,564583,1880,940,38.1,America
Japan,1883,36826469,1880,1346,37.211632,East Asia & Pacific
Jersey,1883,NA,1880,NA,NA,Europe & Central Asia
Jordan,1883,278561,1880,1330,31.7,Middle East & North Africa
Kazakhstan,1883,3531920,1880,1754,25.8,Europe & Central Asia
Kenya,1883,2607157,1880,1107,25.5,Sub-Saharan Africa
Kiribati,1883,23771,1880,593,24.9,East Asia & Pacific
North Korea,1883,4798574,1880,532,26,NA
South Korea,1883,9806394,1880,529,25.8,NA
United Korea (former),1883,NA,1880,NA,NA,NA
Kosovo,1883,NA,1880,NA,NA,Europe & Central Asia
Kuwait,1883,85115,1880,1721,26,Middle East & North Africa
Kyrgyz Republic,1883,918049,1880,885,23.541,NA
Lao,1883,869267,1880,1007,31.9,NA
Latvia,1883,1026699,1880,1155,40.6375333333334,Europe & Central Asia
Lebanon,1883,494961,1880,1762,29.7,Middle East & North Africa
Lesotho,1883,433624,1880,412,32.8,Sub-Saharan Africa
Liberia,1883,517639,1880,946,31.1,Sub-Saharan Africa
Libya,1883,752589,1880,2279,33.1,Middle East & North Africa
Liechtenstein,1883,8638,1880,NA,NA,Europe & Central Asia
Lithuania,1883,1353535,1880,1954,34.4466666666667,Europe & Central Asia
Luxembourg,1883,187865,1880,3068,38.9138181818182,Europe & Central Asia
"Macao, China",1883,73107,1880,1232,34.7,East Asia & Pacific
"Macedonia, FYR",1883,668778,1880,1196,36.1,Europe & Central Asia
Madagascar,1883,2529772,1880,779,30.5,Sub-Saharan Africa
Malawi,1883,751025,1880,354,30.3,Sub-Saharan Africa
Malaysia,1883,1139039,1880,1178,30.6,East Asia & Pacific
Maldives,1883,58228,1880,840,32.647,South Asia
Mali,1883,2454682,1880,617,26.408,Sub-Saharan Africa
Malta,1883,198192,1880,1396,33.8996153846154,Europe & Central Asia
Marshall Islands,1883,8430,1880,567,NA,East Asia & Pacific
Martinique,1883,131598,1880,NA,30.153,America
Mauritania,1883,491013,1880,717,32,Sub-Saharan Africa
Mauritius,1883,353740,1880,1278,27.4132544278714,Sub-Saharan Africa
Mayotte,1883,10843,1880,NA,32.5,Sub-Saharan Africa
Mexico,1883,10470582,1880,1614,26.9,America
"Micronesia, Fed. Sts.",1883,22218,1880,545,26.7,East Asia & Pacific
Moldova,1883,1233524,1880,877,33.145,Europe & Central Asia
Monaco,1883,12069,1880,4159,NA,Europe & Central Asia
Mongolia,1883,679296,1880,660,31.8,East Asia & Pacific
Montenegro,1883,214216,1880,1833,35.4,Europe & Central Asia
Montserrat,1883,9884,1880,NA,NA,America
Morocco,1883,4055109,1880,800,33.1,Middle East & North Africa
Mozambique,1883,3487663,1880,410,30.2768933333335,Sub-Saharan Africa
Myanmar,1883,5734636,1880,975,30.8,East Asia & Pacific
Namibia,1883,230797,1880,1387,32.4,Sub-Saharan Africa
Nauru,1883,2274,1880,752,NA,East Asia & Pacific
Nepal,1883,5003138,1880,726,32.8,South Asia
Netherlands,1883,4024595,1880,5931,42.35,Europe & Central Asia
Netherlands Antilles,1883,NA,1880,NA,34.408,America
New Caledonia,1883,42483,1880,NA,26,East Asia & Pacific
New Zealand,1883,505065,1880,5825,39.8516666666667,East Asia & Pacific
Ngorno-Karabakh,1883,NA,1880,NA,NA,Europe & Central Asia
Nicaragua,1883,449633,1880,1905,25.4,America
Niger,1883,1729822,1880,606,30.8,Sub-Saharan Africa
Nigeria,1883,15683139,1880,1175,30.4,Sub-Saharan Africa
Niue,1883,4548,1880,NA,NA,East Asia & Pacific
Norfolk Island,1883,NA,1880,NA,NA,East Asia & Pacific
Northern Cyprus,1883,NA,1880,NA,NA,Europe & Central Asia
Northern Mariana Islands,1883,4711,1880,NA,NA,East Asia & Pacific
Norway,1883,1883716,1880,2855,49.64,Europe & Central Asia
Oman,1883,382837,1880,1255,32.3,Middle East & North Africa
Pakistan,1883,16977586,1880,1060,26.71,South Asia
Palau,1883,5236,1880,1042,NA,East Asia & Pacific
Panama,1883,201637,1880,1728,32.9,America
Papua New Guinea,1883,1099972,1880,678,31.5,East Asia & Pacific
Paraguay,1883,404774,1880,1842,35.5,America
Peru,1883,2971643,1880,1425,35.7,America
Philippines,1883,5011484,1880,1073,30.9,East Asia & Pacific
Pitcairn,1883,NA,1880,NA,NA,East Asia & Pacific
Poland,1883,19669587,1880,1936,35.9,Europe & Central Asia
Portugal,1883,4638209,1880,1863,35.6,Europe & Central Asia
Puerto Rico,1883,748198,1880,1941,30.43,America
Qatar,1883,14709,1880,1721,30.8,Middle East & North Africa
Reunion,1883,145352,1880,NA,33,Sub-Saharan Africa
Romania,1883,9735775,1880,1962,35.7,Europe & Central Asia
Russia,1883,53996807,1880,2200,29.04589725165,Europe & Central Asia
Rwanda,1883,1374345,1880,479,31.8,Sub-Saharan Africa
St. Barthélemy,1883,NA,1880,NA,NA,NA
St. Helena,1883,5164,1880,NA,NA,NA
St. Kitts and Nevis,1883,27141,1880,1785,NA,NA
St. Lucia,1883,37722,1880,1079,28.008,NA
St. Martin,1883,NA,1880,NA,NA,NA
St. Vincent and the Grenadines,1883,39665,1880,1285,25.986,NA
St.-Pierre-et-Miquelon,1883,2755,1880,NA,NA,NA
Samoa,1883,38071,1880,1739,25.4,East Asia & Pacific
San Marino,1883,8109,1880,1959,NA,Europe & Central Asia
Sao Tome and Principe,1883,35718,1880,992,31,Sub-Saharan Africa
Saudi Arabia,1883,2405921,1880,942,32.1,Middle East & North Africa
Senegal,1883,1525351,1880,676,25.2,Sub-Saharan Africa
Serbia,1883,3637989,1880,2353,35.5,Europe & Central Asia
Serbia and Montenegro,1883,NA,1880,NA,NA,Europe & Central Asia
Serbia excluding Kosovo,1883,NA,1880,NA,NA,Europe & Central Asia
Seychelles,1883,15406,1880,1100,40.411525,Sub-Saharan Africa
Sierra Leone,1883,1199729,1880,998,25.1,Sub-Saharan Africa
Singapore,1883,116144,1880,1640,34,East Asia & Pacific
Slovak Republic,1883,2658530,1880,2340,36.4,Europe & Central Asia
Slovenia,1883,796806,1880,2441,36.6,Europe & Central Asia
Solomon Islands,1883,69346,1880,454,25.1,East Asia & Pacific
Somalia,1883,1455432,1880,751,29.4,Sub-Saharan Africa
Somaliland,1883,NA,1880,NA,NA,Sub-Saharan Africa
South Africa,1883,3142066,1880,2424,33.5,Sub-Saharan Africa
South Ossetia,1883,NA,1880,NA,NA,Europe & Central Asia
Spain,1883,16921004,1880,2623,29.76,Europe & Central Asia
Sri Lanka,1883,3044220,1880,1557,32.6,South Asia
Sudan,1883,4826197,1880,705,31.4,Sub-Saharan Africa
Suriname,1883,126424,1880,2509,32.9,America
Svalbard,1883,NA,1880,NA,NA,Europe & Central Asia
Swaziland,1883,86887,1880,665,32.3,Sub-Saharan Africa
Sweden,1883,4503095,1880,2654,49.05,Europe & Central Asia
Switzerland,1883,2822978,1880,6011,44.94,Europe & Central Asia
Syria,1883,1667572,1880,1301,31.1,Middle East & North Africa
Taiwan,1883,NA,1880,1056,28.3,East Asia & Pacific
Tajikistan,1883,805919,1880,800,23.835,Europe & Central Asia
Tanzania,1883,3715610,1880,667,32.2,Sub-Saharan Africa
Thailand,1883,6273430,1880,1187,30.4,East Asia & Pacific
Timor-Leste,1883,265856,1880,614,28.949,East Asia & Pacific
Togo,1883,754234,1880,928,31.3,Sub-Saharan Africa
Tokelau,1883,541,1880,NA,NA,East Asia & Pacific
Tonga,1883,19343,1880,823,28.2,East Asia & Pacific
Transnistria,1883,NA,1880,NA,NA,Europe & Central Asia
Trinidad and Tobago,1883,163020,1880,1736,38.8,America
Tunisia,1883,1324052,1880,971,28.8,Middle East & North Africa
Turkey,1883,12474351,1880,1741,35,Europe & Central Asia
Turkmenistan,1883,637089,1880,1451,22.056,Europe & Central Asia
Turks and Caicos Islands,1883,4690,1880,746,NA,America
Tuvalu,1883,3493,1880,892,NA,East Asia & Pacific
Uganda,1883,2561608,1880,630,25.3,Sub-Saharan Africa
Ukraine,1883,19532717,1880,1174,36.6,Europe & Central Asia
United Arab Emirates,1883,42682,1880,1564,30.7,Middle East & North Africa
United Kingdom,1883,30849957,1880,6848,45.09,Europe & Central Asia
United States,1883,51256498,1880,5552,41.15,America
Uruguay,1883,480723,1880,6271,32.9,America
USSR,1883,NA,1880,NA,NA,Europe & Central Asia
Uzbekistan,1883,3470567,1880,611,26.526,Europe & Central Asia
Wallis et Futuna,1883,4978,1880,NA,NA,East Asia & Pacific
Vanuatu,1883,35552,1880,727,24.3,East Asia & Pacific
Venezuela,1883,2015985,1880,1241,32.2,America
West Bank and Gaza,1883,224771,1880,1276,32.1,Middle East & North Africa
West Germany,1883,NA,1880,NA,NA,Europe & Central Asia
Western Sahara,1883,5708,1880,NA,34.753,Middle East & North Africa
Vietnam,1883,11472739,1880,933,32,East Asia & Pacific
Virgin Islands (U.S.),1883,34553,1880,NA,33.403,America
North Yemen (former),1883,NA,1880,NA,NA,NA
South Yemen (former),1883,NA,1880,NA,NA,NA
Yemen,1883,2960773,1880,1109,23.387,NA
Yugoslavia,1883,NA,1880,NA,NA,Europe & Central Asia
Zambia,1883,744157,1880,811,32.6,Sub-Saharan Africa
Zimbabwe,1883,1661683,1880,960,33.7,Sub-Saharan Africa
Åland,1883,NA,1880,NA,NA,Europe & Central Asia
South Sudan,1883,1604755,1880,690,26.665,Sub-Saharan Africa
Curaçao,1883,NA,1880,NA,NA,NA
Sint Maarten (Dutch part),1883,NA,1880,NA,NA,NA
St. Martin (French part),1883,NA,1880,NA,NA,NA
Antarctica,1883,NA,1880,NA,NA,NA
Bouvet Island,1883,NA,1880,NA,NA,NA
British Indian Ocean Territory,1883,NA,1880,NA,NA,NA
Clipperton,1883,NA,1880,NA,NA,NA
French Southern and Antarctic Lands,1883,NA,1880,NA,NA,NA
Gaza Strip,1883,NA,1880,NA,NA,NA
Heard and McDonald Islands,1883,NA,1880,NA,NA,NA
Northern Marianas,1883,NA,1880,NA,NA,NA
South Georgia and the South Sandwich Islands,1883,NA,1880,NA,NA,NA
US Minor Outlying Islands,1883,NA,1880,NA,NA,NA
Virgin Islands,1883,NA,1880,NA,NA,NA
West Bank,1883,NA,1880,NA,NA,NA
Abkhazia,1884,NA,1880,NA,NA,Europe & Central Asia
Afghanistan,1884,4419695,1880,751,27.35028,South Asia
Akrotiri and Dhekelia,1884,NA,1880,NA,NA,Europe & Central Asia
Albania,1884,672544,1880,922,35.4,Europe & Central Asia
Algeria,1884,4143163,1880,1471,28.8224,Middle East & North Africa
American Samoa,1884,6582,1880,NA,NA,East Asia & Pacific
Andorra,1884,3885,1880,2645,NA,Europe & Central Asia
Angola,1884,2473597,1880,893,26.98,Sub-Saharan Africa
Anguilla,1884,3097,1880,NA,NA,America
Antigua and Barbuda,1884,35222,1880,1168,33.536,America
Argentina,1884,2493156,1880,4249,32.7,America
Armenia,1884,713957,1880,659,33.795,Europe & Central Asia
Aruba,1884,26404,1880,1285,34.419,America
Australia,1884,2253007,1880,7155,41.4590196078432,East Asia & Pacific
Austria,1884,4947026,1880,4288,35.69,Europe & Central Asia
Azerbaijan,1884,1523060,1880,1109,28.965,Europe & Central Asia
Bahamas,1884,43344,1880,2230,35.179,America
Bahrain,1884,68170,1880,2252,30.3,Middle East & North Africa
Bangladesh,1884,26094931,1880,912,23.66,South Asia
Barbados,1884,171072,1880,1410,32.124,America
Belarus,1884,4091588,1880,891,36.2,Europe & Central Asia
Belgium,1884,5572208,1880,5834,44.24,Europe & Central Asia
Belize,1884,27123,1880,893,26.5,America
Benin,1884,1144003,1880,815,31,Sub-Saharan Africa
Bermuda,1884,13622,1880,1894,NA,America
Bhutan,1884,122321,1880,716,28.799,South Asia
Bolivia,1884,1626132,1880,1569,33,America
Bosnia and Herzegovina,1884,1439493,1880,957,35.1,Europe & Central Asia
Botswana,1884,121900,1880,543,33.6,Sub-Saharan Africa
Brazil,1884,11893392,1880,1561,31.9837600000001,America
British Virgin Islands,1884,5556,1880,NA,NA,America
Brunei,1884,8250,1880,1884,29.2,East Asia & Pacific
Bulgaria,1884,2993642,1880,1724,39.4959999999997,Europe & Central Asia
Burkina Faso,1884,2576527,1880,517,29.2,Sub-Saharan Africa
Burundi,1884,1389698,1880,452,31.5,Sub-Saharan Africa
Cambodia,1884,2509963,1880,996,35,East Asia & Pacific
Cameroon,1884,2224163,1880,855,28.75,Sub-Saharan Africa
Canada,1884,4360348,1880,3714,44.86308,America
Cape Verde,1884,95157,1880,697,33.8,Sub-Saharan Africa
Cayman Islands,1884,3951,1880,1604,NA,America
Central African Republic,1884,640769,1880,579,30,NA
Chad,1884,1455614,1880,571,30.9,Sub-Saharan Africa
Channel Islands,1884,64885,1880,NA,NA,Europe & Central Asia
Chile,1884,2277245,1880,2800,32,America
China,1884,365544192,1880,977,32,East Asia & Pacific
Christmas Island,1884,NA,1880,NA,NA,East Asia & Pacific
Cocos Island,1884,NA,1880,NA,NA,East Asia & Pacific
Colombia,1884,2885962,1880,1139,32,America
Comoros,1884,90059,1880,758,32.1,Sub-Saharan Africa
"Congo, Dem. Rep.",1884,7661544,1880,686,31.6,Sub-Saharan Africa
"Congo, Rep.",1884,485381,1880,729,32.7,Sub-Saharan Africa
Cook Is,1884,11335,1880,NA,NA,NA
Costa Rica,1884,172749,1880,1589,30.20525,America
Cote d'Ivoire,1884,1630846,1880,1137,31.156,Sub-Saharan Africa
Croatia,1884,2083435,1880,2374,36.1,Europe & Central Asia
Cuba,1884,1555081,1880,2289,41,America
Cyprus,1884,189916,1880,1824,38.5106105263157,Europe & Central Asia
Czech Republic,1884,6875261,1880,3183,34.976,NA
Czechoslovakia,1884,NA,1880,NA,NA,Europe & Central Asia
Denmark,1884,2081766,1880,4118,48.6,Europe & Central Asia
Djibouti,1884,36159,1880,981,29.9,Middle East & North Africa
Dominica,1884,27583,1880,1023,NA,America
Dominican Republic,1884,317340,1880,946,29.9,NA
East Germany,1884,NA,1880,NA,NA,Europe & Central Asia
Ecuador,1884,1152573,1880,799,32.9,America
Egypt,1884,7900451,1880,1075,33,Middle East & North Africa
El Salvador,1884,572093,1880,1672,28.7,America
Equatorial Guinea,1884,98300,1880,397,29.8,Sub-Saharan Africa
Eritrea,1884,453535,1880,628,30.2,Sub-Saharan Africa
Eritrea and Ethiopia,1884,NA,1880,NA,NA,Sub-Saharan Africa
Estonia,1884,579703,1880,1452,41.0476322781947,Europe & Central Asia
Ethiopia,1884,6830859,1880,536,29.7,Sub-Saharan Africa
Faeroe Islands,1884,20040,1880,NA,NA,Europe & Central Asia
Falkland Is (Malvinas),1884,259,1880,NA,NA,NA
Fiji,1884,126850,1880,978,26.1,East Asia & Pacific
Finland,1884,2047577,1880,2034,42.87,Europe & Central Asia
France,1884,39014053,1880,3543,42.52,Europe & Central Asia
French Guiana,1884,15274,1880,NA,30.5,America
French Polynesia,1884,40041,1880,NA,25.6,East Asia & Pacific
Gabon,1884,262844,1880,395,30.6,Sub-Saharan Africa
Gambia,1884,161446,1880,856,28.8,Sub-Saharan Africa
Georgia,1884,1857427,1880,738,31.671,Europe & Central Asia
Germany,1884,43577358,1880,3347,39.333,Europe & Central Asia
Ghana,1884,1677747,1880,759,28,Sub-Saharan Africa
Gibraltar,1884,13834,1880,NA,NA,Europe & Central Asia
Greece,1884,4024333,1880,2413,37.34,Europe & Central Asia
Greenland,1884,14335,1880,780,32.8956145583067,Europe & Central Asia
Grenada,1884,42734,1880,1261,37.3,America
Guadeloupe,1884,125442,1880,NA,27.655,America
Guam,1884,16326,1880,NA,27.5,East Asia & Pacific
Guatemala,1884,1181901,1880,1447,25.8134400000001,America
Guernsey,1884,NA,1880,NA,NA,Europe & Central Asia
Guinea,1884,1669530,1880,515,30.3689655172413,Sub-Saharan Africa
Guinea-Bissau,1884,329708,1880,821,32,Sub-Saharan Africa
Guyana,1884,249866,1880,1874,31.12,America
Haiti,1884,1280914,1880,1218,29,America
Holy See,1884,908,1880,NA,NA,Europe & Central Asia
Honduras,1884,436660,1880,1531,33.9,America
"Hong Kong, China",1884,164427,1880,1389,34.9,East Asia & Pacific
Hungary,1884,6256649,1880,2285,36,Europe & Central Asia
Iceland,1884,90546,1880,1772,42.19,Europe & Central Asia
India,1884,223020377,1880,1095,25.0896,South Asia
Indonesia,1884,30212871,1880,1155,30,East Asia & Pacific
Iran,1884,8879809,1880,1185,25.6,Middle East & North Africa
Iraq,1884,1775449,1880,1331,31.2,Middle East & North Africa
Ireland,1884,3641634,1880,3412,44.9071428571428,Europe & Central Asia
Isle of Man,1884,34946,1880,NA,NA,Europe & Central Asia
Israel,1884,281441,1880,961,32,Middle East & North Africa
Italy,1884,29621532,1880,2937,36.6,Europe & Central Asia
Jamaica,1884,564583,1880,943,37.2,America
Japan,1884,36826469,1880,1341,37.270016,East Asia & Pacific
Jersey,1884,NA,1880,NA,NA,Europe & Central Asia
Jordan,1884,278561,1880,1340,31.7,Middle East & North Africa
Kazakhstan,1884,3531920,1880,1765,26,Europe & Central Asia
Kenya,1884,2607157,1880,1110,25.5,Sub-Saharan Africa
Kiribati,1884,23771,1880,593,24.9,East Asia & Pacific
North Korea,1884,4798574,1880,531,26,NA
South Korea,1884,9806394,1880,529,25.8,NA
United Korea (former),1884,NA,1880,NA,NA,NA
Kosovo,1884,NA,1880,NA,NA,Europe & Central Asia
Kuwait,1884,85115,1880,1746,26,Middle East & North Africa
Kyrgyz Republic,1884,918049,1880,893,23.741,NA
Lao,1884,869267,1880,1010,31.9,NA
Latvia,1884,1026699,1880,1163,40.9696000000001,Europe & Central Asia
Lebanon,1884,494961,1880,1779,29.7,Middle East & North Africa
Lesotho,1884,433624,1880,412,32.8,Sub-Saharan Africa
Liberia,1884,517639,1880,949,31.1,Sub-Saharan Africa
Libya,1884,752589,1880,2307,33.1,Middle East & North Africa
Liechtenstein,1884,8638,1880,NA,NA,Europe & Central Asia
Lithuania,1884,1353535,1880,1966,34.8733333333333,Europe & Central Asia
Luxembourg,1884,187865,1880,3104,39.4172727272727,Europe & Central Asia
"Macao, China",1884,73107,1880,1236,34.7,East Asia & Pacific
"Macedonia, FYR",1884,668778,1880,1217,36.1,Europe & Central Asia
Madagascar,1884,2529772,1880,782,30.5,Sub-Saharan Africa
Malawi,1884,751025,1880,354,30.3,Sub-Saharan Africa
Malaysia,1884,1139039,1880,1184,30.6,East Asia & Pacific
Maldives,1884,58228,1880,840,32.647,South Asia
Mali,1884,2454682,1880,618,26.408,Sub-Saharan Africa
Malta,1884,198192,1880,1409,34.3723076923077,Europe & Central Asia
Marshall Islands,1884,8430,1880,567,NA,East Asia & Pacific
Martinique,1884,131598,1880,NA,30.153,America
Mauritania,1884,491013,1880,721,32,Sub-Saharan Africa
Mauritius,1884,353740,1880,1284,31.5642968297281,Sub-Saharan Africa
Mayotte,1884,10843,1880,NA,32.5,Sub-Saharan Africa
Mexico,1884,10470582,1880,1647,26.9,America
"Micronesia, Fed. Sts.",1884,22218,1880,546,26.7,East Asia & Pacific
Moldova,1884,1233524,1880,881,33.145,Europe & Central Asia
Monaco,1884,12069,1880,4208,NA,Europe & Central Asia
Mongolia,1884,679296,1880,661,31.8,East Asia & Pacific
Montenegro,1884,214216,1880,1865,35.4,Europe & Central Asia
Montserrat,1884,9884,1880,NA,NA,America
Morocco,1884,4055109,1880,802,33.1,Middle East & North Africa
Mozambique,1884,3487663,1880,410,30.2768800000001,Sub-Saharan Africa
Myanmar,1884,5734636,1880,986,30.8,East Asia & Pacific
Namibia,1884,230797,1880,1408,32.4,Sub-Saharan Africa
Nauru,1884,2274,1880,756,NA,East Asia & Pacific
Nepal,1884,5003138,1880,732,32.8,South Asia
Netherlands,1884,4024595,1880,5960,41.34,Europe & Central Asia
Netherlands Antilles,1884,NA,1880,NA,34.408,America
New Caledonia,1884,42483,1880,NA,26,East Asia & Pacific
New Zealand,1884,505065,1880,6172,40.2979487179488,East Asia & Pacific
Ngorno-Karabakh,1884,NA,1880,NA,NA,Europe & Central Asia
Nicaragua,1884,449633,1880,1925,25.4,America
Niger,1884,1729822,1880,609,30.8,Sub-Saharan Africa
Nigeria,1884,15683139,1880,1180,30.4,Sub-Saharan Africa
Niue,1884,4548,1880,NA,NA,East Asia & Pacific
Norfolk Island,1884,NA,1880,NA,NA,East Asia & Pacific
Northern Cyprus,1884,NA,1880,NA,NA,Europe & Central Asia
Northern Mariana Islands,1884,4711,1880,NA,NA,East Asia & Pacific
Norway,1884,1883716,1880,2897,50.8,Europe & Central Asia
Oman,1884,382837,1880,1265,32.3,Middle East & North Africa
Pakistan,1884,16977586,1880,1062,26.84,South Asia
Palau,1884,5236,1880,1045,NA,East Asia & Pacific
Panama,1884,201637,1880,1747,32.9,America
Papua New Guinea,1884,1099972,1880,681,31.5,East Asia & Pacific
Paraguay,1884,404774,1880,1865,35.5,America
Peru,1884,2971643,1880,1429,35.7,America
Philippines,1884,5011484,1880,1076,30.9,East Asia & Pacific
Pitcairn,1884,NA,1880,NA,NA,East Asia & Pacific
Poland,1884,19669587,1880,1966,35.9,Europe & Central Asia
Portugal,1884,4638209,1880,1910,35.6,Europe & Central Asia
Puerto Rico,1884,748198,1880,1951,30.43,America
Qatar,1884,14709,1880,1746,30.8,Middle East & North Africa
Reunion,1884,145352,1880,NA,33,Sub-Saharan Africa
Romania,1884,9735775,1880,1991,35.7,Europe & Central Asia
Russia,1884,53996807,1880,2214,32.7491577025334,Europe & Central Asia
Rwanda,1884,1374345,1880,479,31.8,Sub-Saharan Africa
St. Barthélemy,1884,NA,1880,NA,NA,NA
St. Helena,1884,5164,1880,NA,NA,NA
St. Kitts and Nevis,1884,27141,1880,1797,NA,NA
St. Lucia,1884,37722,1880,1082,28.008,NA
St. Martin,1884,NA,1880,NA,NA,NA
St. Vincent and the Grenadines,1884,39665,1880,1293,25.986,NA
